Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
bl4QV6,Z2elbe,10/21/23 17:55,25-34 years old,27514,1,At the office,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,Mocha,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Almond milk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bright,Medium,Medium,Full caffeine,1,1,4,4,,3,2,5,,3,3,3,,3,5,1,,Coffee B,Coffee A,Coffee A,I primarily work in person,<$20,I need the caffeine,FALSE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,,Single,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,,Employed full-time,None,No affiliation
LdM4xG,D7a5Ol,10/21/23 17:55,55-64 years old,6851,3,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Floral,Medium,Light,Full caffeine,7,2,4,3,Floral,3,2,4,Chocolate caramel ,3,2,2,Red wine,4,3,4,"Smokey
Dried fruits",Coffee B,Coffee A,Coffee D,I do a mix of both,$80-$100,"I need the ritual, It makes me go to the bathroom, I need the caffeine",FALSE,TRUE,TRUE,TRUE,FALSE,,Yes,Yes,$15-$20,$4-$6,No,$500-$1000,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
VZ1OLj,Ex6LjN,10/21/23 17:55,25-34 years old,77845,2,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Very strong,Light,Full caffeine,6,2,4,3,"Pear, Pithy, Lemon",4,1,2,"Leathery, Chocolate",3,2,4,"Earthy, Apricot, Woody, Caramel",2,5,5,"Apple, Strawberry ",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,More than $20,Yes,"More than $1,000",Yes,Male,,Single,"$25,000 - $49,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Republican
KMBrrk,JOoLvK,10/21/23 17:55,35-44 years old,98119,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7,1,4,4,"Chocolate, berries",4,3,1,Figs,4,2,2,White Bread,1,5,5,"Tropical fruit, citrus",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"I need the ritual, It tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Female,,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
5dqaWQ,z7dZlR,10/21/23 17:56,25-34 years old,94114,2,"At home, At the office, At a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"Pour over, Other, Cold brew",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Phin Filter, Aeropress",,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Medium,Full caffeine,5,3,4,2,,1,3,4,Fruity,2,3,5,,3,4,3,"Very sweet, almost chocolatey",Coffee C,Coffee D,Coffee C,I do a mix of both,$60-$80,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,,Yes,No,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
NAB22W,7NEo70,10/21/23 17:56,35-44 years old,94706,More than 4,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"French press, Espresso",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, No - just black",TRUE,TRUE,FALSE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Nutty,Medium,Dark,Full caffeine,8,2,3,2,,1,1,4,,2,3,3,,1,5,2,,Coffee B,Coffee D,Coffee B,I do a mix of both,>$100,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,,Divorced,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,None,Democrat
eBxWZx,d9zlLq,10/21/23 17:56,35-44 years old,95816,3,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8,2,3,4,fruity / winey,2,2,2,nutty woody,5,1,1,black tea full body,2,5,5,berry bright,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"I need the ritual, It tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Single,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
OABxOM,GRbLWZ,10/21/23 17:56,25-34 years old,2130,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Full caffeine,7,3,2,4,Tomato soupy,2,4,4,No clarity?,4,4,2,"Very classic, bitter",2,5,3,"Extremely light, lacking body",Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Single,"$150,000 or more",Bachelor's degree,Asian/Pacific Islander,,Employed full-time,None,Democrat
lNl825,2KoL9e,10/21/23 17:56,25-34 years old,33716,4,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Caramalized,Medium,Medium,Full caffeine,5,3,2,4,"roasty toasty, smokey",3,4,2,"stale almonds, thin",3,4,4,,2,4,3,"raspberry, caramel, blueberry",Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$4-$6,Yes,$500-$1000,Yes,Male,,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
EPboy2,VzNVgg,10/21/23 17:56,25-34 years old,91302,1,"At home, At the office, At a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Medium,Full caffeine,8,1,4,4,"Raspberry, Arnold Palmer, Bright Clear and Juicy finish",3,2,3,"Cacao, Marshmallow, Molasses, tea like mouthfeel",4,1,2,"Almond, matcha tea bitterness, earthy green mouthfeel, sadly a bit flat",3,3,4,"Lemon Square, Red Grape (as it cools), Sweet Tea, floral finish and wonderfully light mouth feel. D is soo good it is so hard to say that A is better, its a tie!",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,More than $20,$15-$20,Yes,"More than $1,000",Yes,Male,,Single,"$75,000 - $99,999",Master's degree,White/Caucasian,,Employed full-time,None,Independent
LdM48z,l6zL56,10/21/23 17:56,25-34 years old,19102,2,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,5,1,4,4,"Fruity and tart, fun to drink, a bit sour",2,2,5,I loved this one. You don't always have to be interesting to be good. This is the coffee archetype. Dale Cooper drank this coffee.,4,2,1,It's a no from me dawg,1,4,4,I also really liked this one. A bit more balanced than A but similarly bright and juicy. Less sour.,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,No,$50-$100,Yes,Female,,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
KMBKYX,yJ1vZ4,10/21/23 17:56,18-24 years old,61606,3,"At a cafe, At home, At the office, On the go",TRUE,TRUE,TRUE,TRUE,FALSE,"Pour over, French press, Espresso, Other",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aeropress, Phin","Specialty coffee shop, Local cafe",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Regular drip coffee,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Very strong,Medium,Full caffeine,5,2,4,5,"Tropical, cherry, currants",2,1,4,Diner Coffee (Respectfully),5,3,2,"Charcoal, Ash.",4,4,5,"Fruit, juicy, very sweet. Starburst?",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
NAB21W,d9zPGo,10/21/23 17:56,25-34 years old,64114,1,"At home, On the go, At the office",TRUE,TRUE,TRUE,FALSE,FALSE,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Deli or supermarket, Local cafe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",FALSE,TRUE,FALSE,TRUE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Half caff,5,3,4,3,Fruity - melon/pineapple,3,2,5,"Oak, chocolate, roasted ",2,3,3,"Hazlenut, grainy",4,5,1,"Blackberry, sour and tangy",Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"I need the ritual, I need the caffeine, It tastes good",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,,Married,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,,Employed full-time,None,Democrat
42NlMo,bWzLoZ,10/21/23 17:56,35-44 years old,11590,Less than 1,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, Other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,"Whole milk, Half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Raw Sugar (Turbinado), Granulated Sugar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,4,"Lemon, sweet, thin mouthfeel",4,3,2,"Flat, lightly sweet, slightly herbal, thicker in the mouth",3,2,1,"Toasty, dark chocolate bitterness, traditional",3,4,3,"Raspberry, cereal or malty sweetness",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Female,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
BGbJv4,GRbLZk,10/21/23 17:56,25-34 years old,92617,2,"At a cafe, At home",TRUE,FALSE,FALSE,TRUE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Nordic,Full caffeine,7,1,4,5,Sweet and juicy mouth feel,3,1,2,"Dark chocolate, bit muddled",4,2,1,Far too bitter for me,2,4,5,Fascinating and unwraps nicely over time,Coffee A,Coffee D,Coffee C,I do a mix of both,$20-$40,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Non-binary,,Married,"$25,000 - $49,999",Bachelor's degree,Other (please specify),"Biracial, Black and White",Employed full-time,None,Democrat
rlr8No,z7dZPa,10/21/23 17:56,35-44 years old,10162,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Immersion (Clever or Aeropress),,,,,,,,,Other,Cup of immersion brewed coffee,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Decaf,5,4,3,2,Heavyish. Rotten fruit. Caramel. Better hot.,2,2,4,Balanced. Light,1,2,3,Slightly sour.,1,5,1,Cloying. Rotten fruit.,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It makes me go to the bathroom, It tastes good",TRUE,FALSE,FALSE,TRUE,FALSE,,Yes,No,$10-$15,$10-$15,No,$300-$500,Yes,Male,,Married,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,None,No affiliation
24xGEe,Z2el4y,10/21/23 17:56,45-54 years old,94024,2,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,French press,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Artificial Sweeteners (e.g., Splenda)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,8,1,4,3,,2,3,3,,3,2,4,,3,2,4,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,No,$10-$15,$10-$15,No,$500-$1000,Yes,Male,,Married,"$150,000 or more",Master's degree,Asian/Pacific Islander,,Employed full-time,2,Democrat
lNlkBN,bWzLv2,10/21/23 17:57,25-34 years old,80381,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Half caff,3,3,4,1,,4,2,3,,2,4,2,,3,3,3,,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,No,$4-$6,$2-$4,No,$20-$50,No,Female,,Married,"$100,000 - $149,999",Master's degree,White/Caucasian,,Employed full-time,2,Republican
eBxWae,kNzW9J,10/21/23 17:57,25-34 years old,10703,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Regular drip coffee,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6,1,4,2,,2,3,3,,3,1,5,,3,2,3,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,No,$6-$8,$6-$8,No,$100-$300,Yes,Male,,Married,"$150,000 or more",Master's degree,Hispanic/Latino,,Employed full-time,2,Democrat
WApavR,O7ELO7,10/21/23 17:57,25-34 years old,49548,4,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,"Espresso, Pour over, French press",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7,2,3,4,"Apple
Light cinnamon ",3,3,4,"Chocolate
Dark",4,3,2,"Caramel
Chocolate
Bold
Charcoal ",2,4,3,"Stone fruit
Light",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
1r2o9p,0ekv70,10/21/23 17:57,25-34 years old,22046,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,5,2,4,5,,4,3,2,,4,2,3,,3,4,4,,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
OABM7R,2KovaA,10/21/23 17:57,35-44 years old,94546,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Light,Full caffeine,8,2,3,5,,3,2,4,,4,4,2,,3,5,3,,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
aBrqOX,a2zENq,10/21/23 17:57,25-34 years old,22801,2,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Medium,Full caffeine,7,2,4,4,,3,1,4,,3,2,5,,2,5,4,,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",TRUE,TRUE,FALSE,TRUE,FALSE,,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,,Divorced,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,1,Democrat
qbE1GG,D7aDBb,10/21/23 17:57,35-44 years old,91106,1,"At home, At a cafe, On the go",TRUE,FALSE,TRUE,TRUE,FALSE,"Pour over, French press",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7,1,4,4,"Umami, soy sauce",2,2,3,Okay,3,3,2,"Bland, unremarkable",1,4,5,"Blueberry, delicious",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,,Married,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,2,Independent
